03/25 00:57:57 - OpenCompass - INFO - Task [opencompass.models.huggingface.HuggingFace_lesliehd_Mistral-7B-Instruct-v0.2-16-bit-quantized/lukaemon_mmlu_professional_law_0]
2024-03-25 00:57:58.038754: I tensorflow/core/platform/cpu_feature_guard.cc:182] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 AVX512F FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
2024-03-25 00:57:58.856162: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Could not find TensorRT
03/25 00:58:01 - OpenCompass - WARNING - pad_token_id is not set for the tokenizer.
03/25 00:58:01 - OpenCompass - WARNING - Using eos_token_id </s> as pad_token_id.
Loading checkpoint shards:   0%|                                                                                                                                                                       | 0/3 [00:00<?, ?it/s]
 79%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                                      | 304/384 [06:07<01:37,  1.22s/it]
 79%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                                     | 305/384 [06:08<01:35,  1.21s/it]
 80%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                                     | 306/384 [06:10<01:37,  1.25s/it]
 80%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                                    | 307/384 [06:11<01:33,  1.21s/it]
 80%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                                    | 308/384 [06:12<01:35,  1.26s/it]
 80%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                                   | 309/384 [06:13<01:37,  1.30s/it]
 81%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                                   | 310/384 [06:15<01:34,  1.28s/it]
 81%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                                  | 311/384 [06:16<01:32,  1.27s/it]
 81%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                                  | 312/384 [06:17<01:29,  1.24s/it]
 82%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                                 | 313/384 [06:18<01:26,  1.22s/it]
 82%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                                 | 314/384 [06:20<01:26,  1.23s/it]
 82%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                                | 315/384 [06:21<01:23,  1.21s/it]
 82%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                                | 316/384 [06:22<01:20,  1.18s/it]
 83%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                               | 317/384 [06:23<01:24,  1.26s/it]
 83%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                               | 318/384 [06:25<01:22,  1.26s/it]
 83%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                              | 319/384 [06:26<01:20,  1.24s/it]
 83%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                              | 320/384 [06:27<01:17,  1.22s/it]
 84%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                             | 321/384 [06:28<01:15,  1.20s/it]
 84%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                             | 322/384 [06:29<01:12,  1.16s/it]
 84%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                             | 323/384 [06:30<01:10,  1.16s/it]
 84%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                            | 324/384 [06:32<01:12,  1.21s/it]
 85%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                            | 325/384 [06:33<01:10,  1.20s/it]
 85%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                           | 326/384 [06:34<01:11,  1.23s/it]
 85%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                           | 327/384 [06:35<01:12,  1.28s/it]
 85%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                          | 328/384 [06:37<01:12,  1.30s/it]
 86%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                          | 329/384 [06:38<01:10,  1.28s/it]
 86%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                         | 330/384 [06:39<01:07,  1.25s/it]
 86%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                         | 331/384 [06:41<01:06,  1.26s/it]
 86%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                        | 332/384 [06:42<01:05,  1.26s/it]
 87%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                        | 333/384 [06:43<01:06,  1.30s/it]
 87%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                       | 334/384 [06:44<01:03,  1.27s/it]
 87%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                       | 335/384 [06:46<01:01,  1.25s/it]
 88%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                      | 336/384 [06:47<01:00,  1.26s/it]
 88%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                      | 337/384 [06:48<00:57,  1.23s/it]
 88%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                     | 338/384 [06:49<00:54,  1.19s/it]
 88%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                     | 339/384 [06:50<00:55,  1.24s/it]
 89%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                    | 340/384 [06:52<00:52,  1.20s/it]
 89%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                    | 341/384 [06:53<00:51,  1.19s/it]
 89%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                    | 342/384 [06:54<00:49,  1.17s/it]
 89%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                   | 343/384 [06:55<00:48,  1.18s/it]
 90%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                   | 344/384 [06:56<00:48,  1.20s/it]
 90%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                  | 345/384 [06:58<00:46,  1.20s/it]
 90%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                  | 346/384 [06:59<00:46,  1.23s/it]
 90%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                 | 347/384 [07:00<00:44,  1.20s/it]
 91%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                 | 348/384 [07:01<00:42,  1.19s/it]
 91%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                | 349/384 [07:02<00:41,  1.19s/it]
 91%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                | 350/384 [07:04<00:41,  1.21s/it]
 91%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎               | 351/384 [07:05<00:39,  1.20s/it]
 92%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊               | 352/384 [07:06<00:37,  1.17s/it]
 92%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎              | 353/384 [07:07<00:37,  1.23s/it]
 92%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊              | 354/384 [07:08<00:37,  1.23s/it]
 92%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎             | 355/384 [07:10<00:35,  1.22s/it]
 93%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋             | 356/384 [07:11<00:33,  1.18s/it]
 93%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏            | 357/384 [07:12<00:32,  1.20s/it]
 93%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋            | 358/384 [07:13<00:31,  1.21s/it]
 93%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏           | 359/384 [07:14<00:29,  1.20s/it]
 94%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋           | 360/384 [07:16<00:28,  1.19s/it]
 94%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████           | 361/384 [07:17<00:27,  1.19s/it]
 94%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌          | 362/384 [07:18<00:26,  1.22s/it]
 95%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████          | 363/384 [07:19<00:25,  1.22s/it]
 95%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌         | 364/384 [07:20<00:24,  1.21s/it]
 95%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉         | 365/384 [07:22<00:23,  1.24s/it]
 95%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍        | 366/384 [07:23<00:21,  1.20s/it]
 96%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉        | 367/384 [07:24<00:21,  1.24s/it]
 96%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍       | 368/384 [07:25<00:19,  1.20s/it]
 96%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉       | 369/384 [07:26<00:17,  1.19s/it]
 96%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎      | 370/384 [07:28<00:17,  1.22s/it]
 97%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊      | 371/384 [07:29<00:15,  1.20s/it]
 97%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎     | 372/384 [07:30<00:14,  1.19s/it]
 97%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊     | 373/384 [07:31<00:13,  1.20s/it]
 97%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎    | 374/384 [07:33<00:12,  1.20s/it]
 98%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋    | 375/384 [07:34<00:11,  1.25s/it]
 98%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏   | 376/384 [07:35<00:10,  1.26s/it]
 98%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋   | 377/384 [07:36<00:08,  1.26s/it]
 98%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏  | 378/384 [07:38<00:07,  1.22s/it]
 99%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋  | 379/384 [07:39<00:06,  1.26s/it]
 99%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████  | 380/384 [07:40<00:04,  1.22s/it]
 99%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌ | 381/384 [07:41<00:03,  1.21s/it]
 99%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████ | 382/384 [07:42<00:02,  1.20s/it]
100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌| 383/384 [07:44<00:01,  1.19s/it]
100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 384/384 [07:44<00:00,  1.02s/it]
100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 384/384 [07:44<00:00,  1.21s/it]
03/25 01:29:27 - OpenCompass - INFO - time elapsed: 1889.66s
